Dataset,Max_Rules,Coverage_Threshold,Min_Improvement,Target_Metric,Accuracy,N_Rules,N_Conditions,N_Unique_Conditions,Train_Time
saheart,15,0.01,0.02,purity,0.6521739130434783,15,0.3333333333333333,5,0.3298501968383789
saheart,15,0.01,0.05,purity,0.6521739130434783,15,0.3333333333333333,5,0.33060550689697266
saheart,20,0.03,0.01,purity,0.6521739130434783,20,0.25,5,0.5208852291107178
saheart,10,0.05,0.005,purity,0.6521739130434783,10,0.5,5,0.18355107307434082
saheart,25,0.01,0.005,purity,0.6521739130434783,25,0.2,5,0.7516036033630371
saheart,5,0.01,0.01,purity,0.6521739130434783,5,0.8,4,0.06359386444091797
saheart,10,0.01,0.01,purity,0.6521739130434783,10,0.4,4,0.15926527976989746
saheart,15,0.01,0.01,purity,0.6521739130434783,15,0.26666666666666666,4,0.3076591491699219
saheart,20,0.01,0.01,purity,0.6521739130434783,20,0.2,4,0.4816739559173584
saheart,30,0.01,0.01,purity,0.43478260869565216,26,0.15384615384615385,4,0.8019137382507324
saheart,15,0.0,0.01,purity,0.6521739130434783,15,0.26666666666666666,4,0.2967064380645752
saheart,15,0.03,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.3288123607635498
saheart,15,0.05,0.01,purity,0.6521739130434783,15,0.3333333333333333,5,0.3286712169647217
saheart,15,0.1,0.01,purity,0.6521739130434783,15,0.4,6,0.3624422550201416
saheart,15,0.01,0.0,purity,0.6521739130434783,15,0.26666666666666666,4,0.29702258110046387
saheart,15,0.01,0.005,purity,0.6521739130434783,15,0.26666666666666666,4,0.2994852066040039
saheart,15,0.01,0.02,purity,0.6521739130434783,15,0.26666666666666666,4,0.29805994033813477
saheart,15,0.01,0.05,purity,0.6521739130434783,15,0.26666666666666666,4,0.29769349098205566
saheart,20,0.03,0.01,purity,0.6521739130434783,20,0.25,5,0.5216994285583496
saheart,10,0.05,0.005,purity,0.6521739130434783,10,0.5,5,0.1832594871520996
saheart,25,0.01,0.005,purity,0.6521739130434783,25,0.16,4,0.7088031768798828
ring,5,0.01,0.01,purity,0.6074324324324324,5,0.4,2,0.6928460597991943
ring,10,0.01,0.01,purity,0.6074324324324324,10,0.2,2,2.1572253704071045
ring,15,0.01,0.01,purity,0.6074324324324324,15,0.13333333333333333,2,4.393649339675903
ring,20,0.01,0.01,purity,0.6074324324324324,20,0.1,2,7.488213062286377
ring,30,0.01,0.01,purity,0.6074324324324324,30,0.06666666666666667,2,16.034520387649536
ring,15,0.0,0.01,purity,0.6074324324324324,15,0.13333333333333333,2,4.418076515197754
ring,15,0.03,0.01,purity,0.6074324324324324,15,0.13333333333333333,2,4.408423662185669
ring,15,0.05,0.01,purity,0.6074324324324324,15,0.13333333333333333,2,4.4187140464782715
ring,15,0.1,0.01,purity,0.4966216216216216,15,0.06666666666666667,1,4.0077831745147705
ring,15,0.01,0.0,purity,0.6074324324324324,15,0.13333333333333333,2,4.435523509979248
ring,15,0.01,0.005,purity,0.6074324324324324,15,0.13333333333333333,2,4.465593338012695
ring,15,0.01,0.02,purity,0.6074324324324324,15,0.13333333333333333,2,4.420492172241211
ring,15,0.01,0.05,purity,0.6074324324324324,15,0.13333333333333333,2,4.419006109237671
ring,20,0.03,0.01,purity,0.6074324324324324,20,0.1,2,7.482912302017212
ring,10,0.05,0.005,purity,0.6074324324324324,10,0.2,2,2.144766330718994
ring,25,0.01,0.005,purity,0.6074324324324324,25,0.08,2,11.326432704925537
ring,5,0.01,0.01,purity,0.6087837837837838,5,0.4,2,0.7024452686309814
ring,10,0.01,0.01,purity,0.6087837837837838,10,0.2,2,2.1410930156707764
ring,15,0.01,0.01,purity,0.6087837837837838,15,0.13333333333333333,2,4.455292224884033
ring,20,0.01,0.01,purity,0.6087837837837838,20,0.1,2,7.543001174926758
ring,30,0.01,0.01,purity,0.6087837837837838,30,0.06666666666666667,2,16.10862374305725
ring,15,0.0,0.01,purity,0.6087837837837838,15,0.13333333333333333,2,4.432559490203857
ring,15,0.03,0.01,purity,0.6087837837837838,15,0.13333333333333333,2,4.451662302017212
ring,15,0.05,0.01,purity,0.6087837837837838,15,0.13333333333333333,2,4.436742782592773
ring,15,0.1,0.01,purity,0.497972972972973,15,0.06666666666666667,1,4.022125482559204
ring,15,0.01,0.0,purity,0.6087837837837838,15,0.13333333333333333,2,4.428552150726318
ring,15,0.01,0.005,purity,0.6087837837837838,15,0.13333333333333333,2,4.413632869720459
ring,15,0.01,0.02,purity,0.6087837837837838,15,0.13333333333333333,2,4.439168691635132
ring,15,0.01,0.05,purity,0.6087837837837838,15,0.13333333333333333,2,4.421992301940918
ring,20,0.03,0.01,purity,0.6087837837837838,20,0.1,2,7.469232559204102
ring,10,0.05,0.005,purity,0.6087837837837838,10,0.2,2,2.1439287662506104
ring,25,0.01,0.005,purity,0.6087837837837838,25,0.08,2,11.394773960113525
ring,5,0.01,0.01,purity,0.597972972972973,5,0.4,2,0.688154935836792
ring,10,0.01,0.01,purity,0.597972972972973,10,0.2,2,2.1273193359375
ring,15,0.01,0.01,purity,0.597972972972973,15,0.13333333333333333,2,4.3906168937683105
ring,20,0.01,0.01,purity,0.597972972972973,20,0.1,2,7.470517635345459
ring,30,0.01,0.01,purity,0.597972972972973,30,0.06666666666666667,2,16.037933349609375
ring,15,0.0,0.01,purity,0.597972972972973,15,0.13333333333333333,2,4.4392125606536865
ring,15,0.03,0.01,purity,0.597972972972973,15,0.13333333333333333,2,4.425424575805664
ring,15,0.05,0.01,purity,0.597972972972973,15,0.13333333333333333,2,4.408005952835083
ring,15,0.1,0.01,purity,0.4972972972972973,15,0.06666666666666667,1,3.9817824363708496
ring,15,0.01,0.0,purity,0.597972972972973,15,0.13333333333333333,2,4.422687768936157
ring,15,0.01,0.005,purity,0.597972972972973,15,0.13333333333333333,2,4.433170318603516
ring,15,0.01,0.02,purity,0.597972972972973,15,0.13333333333333333,2,4.438016891479492
ring,15,0.01,0.05,purity,0.597972972972973,15,0.13333333333333333,2,4.420335292816162
ring,20,0.03,0.01,purity,0.597972972972973,20,0.1,2,7.526407718658447
ring,10,0.05,0.005,purity,0.597972972972973,10,0.2,2,2.1644177436828613
ring,25,0.01,0.005,purity,0.597972972972973,25,0.08,2,11.451812505722046
ring,5,0.01,0.01,purity,0.5891891891891892,5,0.4,2,0.6910109519958496
ring,10,0.01,0.01,purity,0.5891891891891892,10,0.2,2,2.1584529876708984
ring,15,0.01,0.01,purity,0.5891891891891892,15,0.13333333333333333,2,4.388371706008911
ring,20,0.01,0.01,purity,0.5891891891891892,20,0.1,2,7.481059789657593
ring,30,0.01,0.01,purity,0.5891891891891892,30,0.06666666666666667,2,16.071734189987183
ring,15,0.0,0.01,purity,0.5891891891891892,15,0.13333333333333333,2,4.428047180175781
ring,15,0.03,0.01,purity,0.5891891891891892,15,0.13333333333333333,2,4.3930604457855225
ring,15,0.05,0.01,purity,0.5891891891891892,15,0.13333333333333333,2,4.389678955078125
ring,15,0.1,0.01,purity,0.5,15,0.06666666666666667,1,3.9912469387054443
ring,15,0.01,0.0,purity,0.5891891891891892,15,0.13333333333333333,2,4.4144651889801025
ring,15,0.01,0.005,purity,0.5891891891891892,15,0.13333333333333333,2,4.4189863204956055
ring,15,0.01,0.02,purity,0.5891891891891892,15,0.13333333333333333,2,4.434119462966919
ring,15,0.01,0.05,purity,0.5891891891891892,15,0.13333333333333333,2,4.434525966644287
ring,20,0.03,0.01,purity,0.5891891891891892,20,0.1,2,7.530368328094482
ring,10,0.05,0.005,purity,0.5891891891891892,10,0.2,2,2.14729642868042
ring,25,0.01,0.005,purity,0.5891891891891892,25,0.08,2,11.363824844360352
ring,5,0.01,0.01,purity,0.5898648648648649,5,0.4,2,0.6943423748016357
ring,10,0.01,0.01,purity,0.5898648648648649,10,0.2,2,2.150125026702881
ring,15,0.01,0.01,purity,0.5898648648648649,15,0.13333333333333333,2,4.437872409820557
ring,20,0.01,0.01,purity,0.5898648648648649,20,0.1,2,7.509457349777222
ring,30,0.01,0.01,purity,0.5898648648648649,30,0.06666666666666667,2,16.03174662590027
ring,15,0.0,0.01,purity,0.5898648648648649,15,0.13333333333333333,2,4.419602155685425
ring,15,0.03,0.01,purity,0.5898648648648649,15,0.13333333333333333,2,4.416391134262085
ring,15,0.05,0.01,purity,0.5898648648648649,15,0.13333333333333333,2,4.436041355133057
ring,15,0.1,0.01,purity,0.4972972972972973,15,0.06666666666666667,1,4.020364046096802
ring,15,0.01,0.0,purity,0.5898648648648649,15,0.13333333333333333,2,4.4349281787872314
ring,15,0.01,0.005,purity,0.5898648648648649,15,0.13333333333333333,2,4.413297653198242
ring,15,0.01,0.02,purity,0.5898648648648649,15,0.13333333333333333,2,4.413998603820801
ring,15,0.01,0.05,purity,0.5898648648648649,15,0.13333333333333333,2,4.445749044418335
ring,20,0.03,0.01,purity,0.5898648648648649,20,0.1,2,7.525265693664551
ring,10,0.05,0.005,purity,0.5898648648648649,10,0.2,2,2.1482436656951904
ring,25,0.01,0.005,purity,0.5898648648648649,25,0.08,2,11.397763013839722
zoo,5,0.01,0.01,purity,0.5714285714285714,5,0.2,1,0.027393817901611328
zoo,10,0.01,0.01,purity,0.6190476190476191,10,0.2,2,0.11403322219848633
zoo,15,0.01,0.01,purity,0.6190476190476191,15,0.13333333333333333,2,0.22874951362609863
zoo,20,0.01,0.01,purity,0.6190476190476191,20,0.1,2,0.38036274909973145
zoo,30,0.01,0.01,purity,0.7619047619047619,30,0.1,3,0.8301498889923096
zoo,15,0.0,0.01,purity,0.6190476190476191,15,0.13333333333333333,2,0.2243506908416748
zoo,15,0.03,0.01,purity,0.6190476190476191,15,0.13333333333333333,2,0.23069167137145996
zoo,15,0.05,0.01,purity,0.6190476190476191,15,0.13333333333333333,2,0.2293696403503418
zoo,15,0.1,0.01,purity,0.7142857142857143,15,0.26666666666666666,4,0.28611302375793457
zoo,15,0.01,0.0,purity,0.6190476190476191,15,0.13333333333333333,2,0.2267904281616211
zoo,15,0.01,0.005,purity,0.6190476190476191,15,0.13333333333333333,2,0.22904706001281738
zoo,15,0.01,0.02,purity,0.6190476190476191,15,0.13333333333333333,2,0.2259840965270996
zoo,15,0.01,0.05,purity,0.6190476190476191,15,0.13333333333333333,2,0.22556090354919434
zoo,20,0.03,0.01,purity,0.6190476190476191,20,0.15,3,0.4167494773864746
zoo,10,0.05,0.005,purity,0.6190476190476191,10,0.2,2,0.11659526824951172
zoo,25,0.01,0.005,purity,0.6190476190476191,25,0.12,3,0.6239941120147705
zoo,5,0.01,0.01,purity,0.6,5,0.2,1,0.027154207229614258
zoo,10,0.01,0.01,purity,0.75,10,0.2,2,0.11351227760314941
zoo,15,0.01,0.01,purity,0.75,15,0.13333333333333333,2,0.22346043586730957
zoo,20,0.01,0.01,purity,0.75,20,0.15,3,0.40033888816833496
zoo,30,0.01,0.01,purity,0.75,30,0.13333333333333333,4,0.8609695434570312
zoo,15,0.0,0.01,purity,0.75,15,0.13333333333333333,2,0.2228684425354004
zoo,15,0.03,0.01,purity,0.75,15,0.2,3,0.2545454502105713
zoo,15,0.05,0.01,purity,0.75,15,0.2,3,0.2552652359008789
zoo,15,0.1,0.01,purity,0.7,15,0.26666666666666666,4,0.28668212890625
zoo,15,0.01,0.0,purity,0.75,15,0.13333333333333333,2,0.22571945190429688
zoo,15,0.01,0.005,purity,0.75,15,0.13333333333333333,2,0.2253563404083252
zoo,15,0.01,0.02,purity,0.75,15,0.13333333333333333,2,0.22540950775146484
zoo,15,0.01,0.05,purity,0.75,15,0.13333333333333333,2,0.2264420986175537
zoo,20,0.03,0.01,purity,0.75,20,0.15,3,0.4148287773132324
zoo,10,0.05,0.005,purity,0.75,10,0.2,2,0.11646890640258789
zoo,25,0.01,0.005,purity,0.75,25,0.12,3,0.5967316627502441
zoo,5,0.01,0.01,purity,0.7,5,0.2,1,0.02721261978149414
zoo,10,0.01,0.01,purity,0.85,10,0.2,2,0.1143496036529541
zoo,15,0.01,0.01,purity,0.85,15,0.13333333333333333,2,0.22893595695495605
zoo,20,0.01,0.01,purity,0.85,20,0.1,2,0.3796727657318115
zoo,30,0.01,0.01,purity,0.85,30,0.1,3,0.8273866176605225
zoo,15,0.0,0.01,purity,0.85,15,0.13333333333333333,2,0.22860288619995117
zoo,15,0.03,0.01,purity,0.8,15,0.13333333333333333,2,0.23138070106506348
zoo,15,0.05,0.01,purity,0.8,15,0.13333333333333333,2,0.23263335227966309
zoo,15,0.1,0.01,purity,0.8,15,0.26666666666666666,4,0.2856910228729248
zoo,15,0.01,0.0,purity,0.85,15,0.13333333333333333,2,0.22881031036376953
zoo,15,0.01,0.005,purity,0.85,15,0.13333333333333333,2,0.228226900100708
zoo,15,0.01,0.02,purity,0.85,15,0.13333333333333333,2,0.2281496524810791
zoo,15,0.01,0.05,purity,0.85,15,0.13333333333333333,2,0.22840571403503418
zoo,20,0.03,0.01,purity,0.8,20,0.15,3,0.41635608673095703
zoo,10,0.05,0.005,purity,0.8,10,0.2,2,0.11704611778259277
zoo,25,0.01,0.005,purity,0.85,25,0.12,3,0.5992085933685303
zoo,5,0.01,0.01,purity,0.65,5,0.2,1,0.026675701141357422
zoo,10,0.01,0.01,purity,0.7,10,0.2,2,0.1110076904296875
zoo,15,0.01,0.01,purity,0.7,15,0.13333333333333333,2,0.21923136711120605
zoo,20,0.01,0.01,purity,0.7,20,0.1,2,0.36653804779052734
zoo,30,0.01,0.01,purity,0.7,30,0.1,3,0.8131277561187744
zoo,15,0.0,0.01,purity,0.7,15,0.13333333333333333,2,0.2223963737487793
zoo,15,0.03,0.01,purity,0.65,15,0.2,3,0.25620317459106445
zoo,15,0.05,0.01,purity,0.65,15,0.2,3,0.2572042942047119
zoo,15,0.1,0.01,purity,0.75,15,0.2,3,0.25983452796936035
zoo,15,0.01,0.0,purity,0.7,15,0.13333333333333333,2,0.22254204750061035
zoo,15,0.01,0.005,purity,0.7,15,0.13333333333333333,2,0.2226715087890625
zoo,15,0.01,0.02,purity,0.7,15,0.13333333333333333,2,0.22269177436828613
zoo,15,0.01,0.05,purity,0.7,15,0.13333333333333333,2,0.22217583656311035
zoo,20,0.03,0.01,purity,0.65,20,0.15,3,0.41275739669799805
zoo,10,0.05,0.005,purity,0.65,10,0.2,2,0.11814498901367188
zoo,25,0.01,0.005,purity,0.7,25,0.12,3,0.5844833850860596
zoo,5,0.01,0.01,purity,0.6,5,0.2,1,0.02720332145690918
zoo,10,0.01,0.01,purity,0.75,10,0.2,2,0.11266779899597168
zoo,15,0.01,0.01,purity,0.75,15,0.13333333333333333,2,0.2269151210784912
zoo,20,0.01,0.01,purity,0.75,20,0.15,3,0.4046659469604492
zoo,30,0.01,0.01,purity,0.75,30,0.13333333333333333,4,0.8601260185241699
zoo,15,0.0,0.01,purity,0.75,15,0.13333333333333333,2,0.2224724292755127
zoo,15,0.03,0.01,purity,0.75,15,0.2,3,0.2524855136871338
zoo,15,0.05,0.01,purity,0.75,15,0.2,3,0.2552828788757324
zoo,15,0.1,0.01,purity,0.75,15,0.26666666666666666,4,0.28153038024902344
zoo,15,0.01,0.0,purity,0.75,15,0.13333333333333333,2,0.2223339080810547
zoo,15,0.01,0.005,purity,0.75,15,0.13333333333333333,2,0.22349333763122559
zoo,15,0.01,0.02,purity,0.75,15,0.13333333333333333,2,0.22398924827575684
zoo,15,0.01,0.05,purity,0.75,15,0.13333333333333333,2,0.22441816329956055
zoo,20,0.03,0.01,purity,0.75,20,0.15,3,0.40645575523376465
zoo,10,0.05,0.005,purity,0.75,10,0.2,2,0.11555147171020508
zoo,25,0.01,0.005,purity,0.75,25,0.12,3,0.5921354293823242
